Reporting date,Company Name,ABN,Segment,Sub-segment,Restriction on authorisation,Gross written premium,Gross earned premium,"Of which:Fire service levy",Outwards reinsurance expense,Net earned premium,Gross incurred claims,"Of which:Paid claims","Of which:Movement in outstanding claims liabilities",Reinsurance recoveries revenue,Non-reinsurance recoveries revenue,Net incurred claims,Of which: Current period net claims expense,Of which: Non-recurring items that are part of net claims,Acquisition costs (excluding LAT),Results of liability adequacy tests,Levies and charges,Commission revenue,Commission expense,Other underwriting expenses,Total underwriting expenses,Underwriting result,Investment income on assets backing insurance liabilities,Investment expenses on assets backing insurance liabilities,Insurance result,Investment income on shareholders funds,Other operating expenses,Other operating income,Income tax expense from continuing operations,Other profit and loss items,Net profit/loss after tax
30/09/2018,"Virginia Surety Company, Inc.",63080339957,Direct insurer,Other direct insurers,,7,10,0,0,10,5,6,0,0,0,5,6,0,0,2,0,0,3,0,5,0,0,0,1,0,3,0,-1,0,-2
30/09/2018,Westpac General Insurance Limited,99003719319,Direct insurer,Personal lines insurers,,122,132,7,14,118,50,61,-11,1,0,49,48,1,11,0,7,0,16,10,44,25,1,0,26,0,9,2,6,0,13
30/09/2018,Westpac Lenders Mortgage Insurance Limited,60074042934,Direct insurer,Lenders mortgage insurers,LMI,44,41,0,37,4,9,3,6,6,0,2,4,-2,1,5,0,12,0,1,-4,7,1,0,7,3,1,0,3,0,6
30/09/2018,XL Insurance Company SE,36083570441,Direct insurer,Commercial lines insurers,,72,70,1,55,15,114,25,89,100,0,14,16,-1,6,0,1,13,0,0,-5,6,3,0,9,0,9,-1,3,0,-5
30/09/2018,Youi Pty Ltd,79123074733,Direct insurer,Personal lines insurers,,173,167,3,13,154,95,97,-3,3,21,71,71,0,16,0,3,0,0,0,19,64,2,0,67,2,30,1,12,0,27
30/09/2018,Zurich Australian Insurance Limited,13000296640,Direct insurer,Commercial lines insurers,,263,336,1,69,267,281,238,43,129,19,132,138,-6,0,0,1,9,89,38,118,16,8,0,25,4,0,-1,8,0,20
30/06/2018,AAI Limited,48005297807,Direct insurer,Direct insurers from large groups,,"2,210","2,033",34,255,"1,778","1,189","1,610",-421,110,69,"1,010","1,236",-226,194,0,34,31,106,61,364,405,73,0,478,57,86,28,139,0,339
30/06/2018,Achmea Schadeverzekeringen N.V.,86158237702,Direct insurer,Commercial lines insurers,,2,7,0,1,6,3,6,-3,-1,0,4,4,-1,0,0,0,0,0,0,1,2,0,0,2,0,5,0,0,0,-3
30/06/2018,AIG Australia Limited,93004727753,Direct insurer,Commercial lines insurers,,253,198,5,103,95,151,147,4,98,1,51,51,0,6,0,5,25,28,3,17,27,8,0,35,4,17,2,7,0,16
30/06/2018,Aioi Nissay Dowa Insurance Company Australia Pty Ltd,11132524282,Direct insurer,Personal lines insurers,,52,53,0,4,49,46,47,-1,2,11,34,31,2,0,-1,0,0,11,0,10,5,1,0,6,0,6,0,1,0,-1
30/06/2018,Aioi Nissay Dowa Insurance Company Limited,39096302466,Direct insurer,Personal lines insurers,Run-off,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
30/06/2018,Allianz Australia Insurance Limited,15000122850,Direct insurer,Direct insurers from large groups,,"1,447","1,217",12,232,985,837,850,-13,268,38,532,768,-236,89,0,12,38,187,7,257,196,39,-1,235,18,58,64,76,0,183
30/06/2018,Allied World Assurance Company Limited,54163304907,Direct insurer,Commercial lines insurers,,9,7,0,4,3,7,2,5,2,0,5,5,0,0,0,0,1,0,0,0,-2,0,0,-2,0,1,0,0,0,-4
30/06/2018,Ansvar Insurance Limited,21007216506,Direct insurer,Commercial lines insurers,,31,24,1,15,9,11,13,-2,5,1,5,6,-1,0,0,1,3,4,0,3,2,1,0,2,1,2,0,0,0,0
30/06/2018,ANZ Lenders Mortgage Insurance Pty. Limited,77008680055,Direct insurer,Lenders mortgage insurers,LMI,31,43,0,16,27,14,8,6,5,0,9,8,1,0,0,0,6,0,0,-6,25,2,1,25,4,0,0,9,0,20
30/06/2018,Aspen Insurance UK Limited,33128637650,Reinsurer,Reinsurer,,8,15,0,12,3,5,6,0,10,0,-5,2,-7,0,0,0,4,3,0,-1,9,0,0,9,1,2,-6,1,0,2
30/06/2018,Assetinsure Pty Limited,65066463803,Direct insurer,Commercial lines insurers,,15,13,0,4,9,2,5,-3,1,0,2,2,-1,0,0,0,1,5,0,4,3,1,0,4,0,6,5,1,0,2
30/06/2018,Atradius Credito Y Caucion S.A. De Seguros Y Reaseguros,90610834556,Direct insurer,Other direct insurers,,12,15,0,11,4,9,8,1,6,0,3,2,1,2,0,0,6,0,0,-4,5,0,0,6,0,3,1,1,0,3
30/06/2018,Auto & General Insurance Company Limited,42111586353,Direct insurer,Personal lines insurers,,183,170,4,9,161,100,123,-23,-1,27,73,76,-2,0,0,4,0,45,0,49,39,1,0,40,1,15,0,8,0,19
30/06/2018,Avant Insurance Limited,82003707471,Direct insurer,Commercial lines insurers,,100,61,0,2,58,45,38,7,0,15,29,39,-9,7,0,3,0,0,0,10,19,3,1,21,3,20,11,4,0,11
30/06/2018,AXA Corporate Solutions Assurance,95138904284,Direct insurer,Commercial lines insurers,,22,11,0,3,8,9,4,4,2,0,7,2,5,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0
30/06/2018,Barristers' Sickness & Accident Fund Pty Ltd,78600371397,Direct insurer,Other direct insurers,Captive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
30/06/2018,Berkley Insurance Company,53126559706,Direct insurer,Commercial lines insurers,,40,40,0,4,35,26,17,9,7,0,19,4,15,0,0,0,0,7,0,7,9,3,0,12,1,6,1,0,0,8
30/06/2018,Berkshire Hathaway Specialty Insurance Company,84600643034,Direct insurer,Commercial lines insurers,,60,39,1,24,15,35,22,13,23,0,12,8,5,0,0,1,6,3,0,-2,5,0,0,6,0,7,1,0,0,0
30/06/2018,BHP Billiton Marine & General Insurances Pty Ltd,79004958178,Direct insurer,Commercial lines insurers,Captive,1,5,0,0,4,-3,0,-3,-3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,39,3,-1,3,0,37
30/06/2018,Boral Insurance Pty Limited,67000736318,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2018,Catholic Church Insurance Limited,76000005210,Direct insurer,Commercial lines insurers,,94,57,2,16,41,15,36,-21,-7,0,22,22,0,0,0,3,3,0,13,13,6,25,0,30,9,11,1,0,0,30
30/06/2018,Chubb Insurance Australia Ltd,23001642020,Direct insurer,Commercial lines insurers,,396,286,6,112,173,147,190,-43,30,25,92,89,3,11,0,6,16,48,19,69,13,17,0,30,8,2,0,7,0,29
30/06/2018,CIC Allianz Insurance Limited,56094802801,Direct insurer,Direct insurers from large groups,,32,33,0,33,0,-5,21,-26,-4,-1,0,0,0,1,0,0,4,1,0,-1,1,0,0,1,0,0,0,0,0,1
30/06/2018,Commonwealth Insurance Limited,96067524216,Direct insurer,Personal lines insurers,,189,204,12,18,187,98,157,-59,1,7,90,90,0,4,0,13,0,15,6,37,60,1,0,61,2,1,0,19,0,42
30/06/2018,Commonwealth Steamship Insurance Company Proprietary Limited,86004127431,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2018,Compagnie Francaise D'Assurance Pour Le Commerce Exterieur,60130761116,Direct insurer,Other direct insurers,,3,3,0,2,1,2,2,0,-1,0,2,2,0,0,0,0,1,0,0,0,-1,0,0,-1,0,2,1,0,0,-2
30/06/2018,Corrvas Insurance Pty Ltd,92088684799,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2018,Credicorp Insurance Pty. Ltd.,50069196756,Direct insurer,Personal lines insurers,,1,1,0,0,1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1
30/06/2018,Domestic & General Insurance PLC,11124040768,Direct insurer,Other direct insurers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
30/06/2018,Employers Mutual Limited,67000006486,Direct insurer,Commercial lines insurers,,0,0,0,0,0,-1,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,1,0,0,1,1,64,69,2,0,4
30/06/2018,Eric Insurance Limited,18009129793,Direct insurer,Other direct insurers,,29,29,0,0,29,7,8,-1,0,1,6,8,-2,0,0,0,0,17,0,17,5,0,0,6,0,7,1,0,0,0
30/06/2018,Factory Mutual Insurance Company,47163108861,Direct insurer,Commercial lines insurers,,61,49,3,22,27,11,17,-5,-3,0,15,-1,16,1,2,3,2,0,0,3,9,1,0,10,0,10,5,1,0,4
30/06/2018,First American Title Insurance Company of Australia Pty Limited,64075279908,Direct insurer,Other direct insurers,,2,2,0,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0
30/06/2018,FM Insurance Company Limited,99007502829,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,1,0,1,2,0,-1,0,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
30/06/2018,General Reinsurance Australia Ltd,16008427450,Reinsurer,Reinsurer,,27,37,0,11,26,5,13,-9,-5,0,9,6,3,4,-3,0,0,0,3,3,14,0,0,13,0,0,0,4,0,10
30/06/2018,Genworth Financial Mortgage Indemnity Limited,55001825725,Direct insurer,Lenders mortgage insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2018,Genworth Financial Mortgage Insurance Pty Limited,60106974305,Direct insurer,Lenders mortgage insurers,LMI,93,90,0,15,76,42,36,6,0,3,39,0,39,11,0,0,0,0,14,25,13,8,0,21,28,3,1,13,0,34
30/06/2018,Gordian Runoff Limited,11052179647,Reinsurer,Reinsurer,Run-off,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,1
30/06/2018,Great Lakes Insurance SE,18964580576,Direct insurer,Personal lines insurers,,6,27,1,26,1,27,48,-21,23,4,1,1,0,0,0,1,8,5,0,-2,2,0,0,2,0,3,0,0,0,-1
30/06/2018,Guild Insurance Limited,55004538863,Direct insurer,Commercial lines insurers,,76,46,1,4,42,22,23,-1,4,1,17,17,0,4,0,0,2,7,0,9,16,2,0,18,3,13,0,2,0,5
30/06/2018,Hallmark General Insurance Company Ltd.,82008477647,Direct insurer,Personal lines insurers,,14,14,0,0,14,4,4,0,0,0,3,3,0,0,0,0,0,3,0,3,8,1,0,9,0,4,0,1,0,4
30/06/2018,Hannover Ruck SE,88002927031,Reinsurer,Reinsurer,,46,138,0,3,135,99,68,31,12,0,87,54,33,0,0,0,-1,18,0,19,28,7,0,35,4,3,-2,9,0,25
30/06/2018,HDI Global SE,55490279016,Direct insurer,Commercial lines insurers,,54,33,1,20,13,96,45,51,76,0,21,24,-3,1,0,1,4,1,1,1,-9,0,0,-8,0,1,0,-2,0,-7
30/06/2018,Hospitality Employers Mutual Limited,34124091470,Direct insurer,Commercial lines insurers,,38,15,0,4,10,-6,4,-10,-1,0,-5,12,-17,0,0,1,3,0,5,3,12,2,0,13,0,1,0,4,0,9
30/06/2018,HSB Engineering Insurance Limited,24076158962,Direct insurer,Commercial lines insurers,,0,0,0,0,0,-1,4,-5,-1,0,-1,0,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
30/06/2018,Insurance Australia Limited,11000016722,Direct insurer,Direct insurers from large groups,,"2,415","2,085",30,"1,494",591,"1,082","1,592",-510,744,123,215,417,-202,98,0,18,210,150,127,182,194,40,0,234,56,84,100,84,0,222
30/06/2018,Insurance Manufacturers of Australia Pty Limited,93004208084,Direct insurer,Direct insurers from large groups,,876,853,17,59,793,582,669,-87,25,61,496,509,-13,80,0,23,0,27,4,134,163,13,0,176,11,1,0,56,0,130
30/06/2018,International Insurance Company of Hannover SE,58129395544,Direct insurer,Commercial lines insurers,,23,16,0,14,2,11,17,-7,10,0,1,0,0,0,0,0,3,2,0,-1,2,0,0,2,0,1,0,0,0,1
30/06/2018,Lawcover Insurance Pty Limited,15095082509,Direct insurer,Commercial lines insurers,,70,19,0,2,16,13,12,2,-2,0,15,12,4,0,0,0,0,0,13,13,-12,1,0,-10,1,-10,0,0,0,0
30/06/2018,LFI Group Pty Ltd,31138903581,Direct insurer,Personal lines insurers,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2018,Liberty Mutual Insurance Company,61086083605,Direct insurer,Commercial lines insurers,,106,80,1,36,44,96,33,63,58,-6,44,30,14,0,-4,1,7,7,0,-4,3,5,0,8,1,18,2,-2,0,-5
30/06/2018,MDA National Insurance Pty Ltd,56058271417,Direct insurer,Commercial lines insurers,,26,16,0,1,15,13,11,1,-2,2,13,12,1,0,0,0,0,0,1,1,1,2,0,4,3,6,0,0,0,0
30/06/2018,Medical Insurance Australia Pty Limited,99092709629,Direct insurer,Commercial lines insurers,,44,13,0,1,12,3,18,-15,0,2,1,7,-6,0,0,0,0,0,0,0,11,1,0,11,2,6,0,2,0,5
30/06/2018,MetLife General Insurance Limited,64004195895,Direct insurer,Commercial lines insurers,Run-off,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0
30/06/2018,MIPS Insurance Pty Ltd,81089048359,Direct insurer,Commercial lines insurers,,44,10,0,5,5,21,13,8,8,7,6,8,-2,0,0,0,1,0,0,-1,0,2,0,2,-1,1,0,0,0,0
30/06/2018,"Mitsui Sumitomo Insurance Company, Limited",49000525637,Direct insurer,Other direct insurers,,22,18,0,11,7,8,8,0,4,0,3,3,0,0,0,0,4,5,0,1,2,0,0,3,1,2,0,0,0,1
30/06/2018,Munchener Ruckversicherungs-Gesellschaft (Munich Reinsurance Company),90009763526,Reinsurer,Reinsurer,,-111,383,0,52,331,252,185,67,-15,0,267,201,66,0,0,0,0,78,-2,76,-12,19,1,6,13,11,0,0,0,8
30/06/2018,North Insurances Pty. Ltd.,21050197110,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2018,OnePath General Insurance Pty Limited,56072892365,Direct insurer,Personal lines insurers,,6,8,0,0,8,2,3,-1,0,0,2,1,0,2,0,0,0,0,0,2,5,1,0,5,0,8,10,2,0,5
30/06/2018,Optus Insurance Services Pty Limited,12005711928,Direct insurer,Personal lines insurers,,21,21,0,0,21,13,13,0,0,2,11,11,0,2,0,0,0,0,0,2,8,0,0,8,0,0,0,1,0,7
30/06/2018,Pacific International Insurance Pty Limited,83169311193,Direct insurer,Commercial lines insurers,,2,2,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30/06/2018,Professional Insurance Australia Pty Ltd,90050266307,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2018,QBE Insurance (Australia) Limited,78003191035,Direct insurer,Direct insurers from large groups,,"1,403","1,260",17,171,"1,089",788,984,-196,36,87,665,712,-47,105,0,24,0,195,24,349,76,79,0,155,32,7,8,58,0,130
30/06/2018,QBE Insurance (International) Pty Ltd,11000000948,Direct insurer,Direct insurers from large groups,,10,16,0,9,7,21,5,16,16,2,3,3,0,0,0,0,2,2,2,3,1,0,0,1,2,0,0,0,0,3
30/06/2018,QBE Lenders' Mortgage Insurance Limited,70000511071,Direct insurer,Lenders mortgage insurers,LMI,64,75,0,26,48,25,33,-8,12,0,12,13,-1,8,0,0,7,1,0,3,33,3,0,36,6,7,0,11,0,25
30/06/2018,RAA Insurance Limited,14007872602,Direct insurer,Personal lines insurers,,68,63,0,8,55,48,57,-9,4,4,40,37,2,3,0,0,0,6,0,9,6,0,0,7,0,1,0,2,0,4
30/06/2018,RAC Insurance Pty Limited,59094685882,Direct insurer,Personal lines insurers,,134,125,0,12,113,91,98,-7,2,12,77,77,0,11,0,0,0,0,0,11,25,1,0,26,1,16,0,3,0,8
30/06/2018,RACQ Insurance Limited,50009704152,Direct insurer,Personal lines insurers,,218,211,0,23,188,119,142,-23,1,18,101,126,-26,22,0,0,0,2,27,51,36,7,0,42,3,2,2,14,0,32
30/06/2018,RACT Insurance Pty. Ltd.,96068167804,Direct insurer,Personal lines insurers,,26,23,0,2,21,27,15,11,14,1,11,11,0,3,0,0,0,3,0,5,4,0,0,4,0,0,0,1,0,3
30/06/2018,RealCover Insurances Pty Limited,72103975355,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2018,SCOR Reinsurance Asia-Pacific Pte. Ltd.,85071103092,Reinsurer,Reinsurer,,2,25,0,7,17,10,16,-7,1,0,8,4,4,0,0,0,0,4,0,4,5,1,0,6,0,3,0,1,0,3
30/06/2018,Sirius International Insurance Corporation,26764933001,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2018,Sompo Japan Nipponkoa Insurance Inc.,26061428775,Direct insurer,Commercial lines insurers,,8,7,0,3,4,-1,5,-6,-3,0,1,3,-2,0,0,0,0,0,0,0,3,0,0,3,0,1,0,1,0,2
30/06/2018,Southern Cross Benefits Limited,99133401939,Direct insurer,Personal lines insurers,,4,4,0,0,3,3,2,1,0,0,3,3,0,1,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,-1
30/06/2018,Sovereign Insurance Australia Pty Ltd,85138079286,Direct insurer,Other direct insurers,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0
30/06/2018,St Andrew's Insurance (Australia) Pty Ltd,89075044656,Direct insurer,Personal lines insurers,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0
30/06/2018,StateCover Mutual Limited,36090394755,Direct insurer,Commercial lines insurers,,52,13,0,0,13,12,11,1,-1,0,14,9,4,2,0,0,0,0,0,2,-2,2,0,-1,2,6,0,0,0,-5
30/06/2018,Stewart Title Limited,59101720101,Direct insurer,Other direct insurers,,3,3,0,0,3,2,1,1,0,0,2,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
30/06/2018,Sunderland Marine Insurance Company Limited,89007508401,Direct insurer,Commercial lines insurers,,6,5,0,3,2,3,2,1,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,-1
30/06/2018,Swiss Re International SE,38138873211,Direct insurer,Commercial lines insurers,,41,49,1,16,34,41,92,-50,16,5,20,14,6,2,0,1,0,4,0,7,7,1,0,8,1,6,0,1,0,2
30/06/2018,Swiss Reinsurance Company Ltd,43007479941,Reinsurer,Reinsurer,,159,294,0,108,186,17,119,-102,-62,0,79,64,14,3,0,0,0,51,0,55,53,6,0,59,0,34,25,15,0,35
30/06/2018,The Hollard Insurance Company Pty Ltd,78090584473,Direct insurer,Personal lines insurers,,279,230,3,87,143,145,143,1,52,13,79,79,0,16,4,3,26,44,2,44,20,1,0,21,14,20,0,3,0,12
30/06/2018,The New India Assurance Co Ltd,93000151593,Reinsurer,Reinsurer,,8,4,0,2,2,4,3,2,0,0,4,0,4,0,3,0,0,0,0,3,-5,0,0,-5,0,0,0,0,0,-5
30/06/2018,"Tokio Marine & Nichido Fire Insurance Co., Ltd.",80000438291,Direct insurer,Commercial lines insurers,,32,31,1,9,22,3,13,-10,-11,1,13,11,3,3,1,1,2,6,0,9,0,0,0,0,0,2,0,0,0,-1
30/06/2018,Tokio Millennium Re AG,12146546661,Reinsurer,Reinsurer,,5,13,0,5,8,4,3,1,0,0,4,0,4,0,0,0,0,3,0,2,2,1,0,2,1,3,0,0,0,0
30/06/2018,Transatlantic Reinsurance Company,96096053226,Reinsurer,Reinsurer,,1,9,0,2,8,1,8,-7,0,0,1,3,-2,0,0,0,0,2,0,2,5,1,0,6,1,1,0,1,0,4
30/06/2018,TT Club Mutual Insurance Limited,31129394618,Direct insurer,Commercial lines insurers,,2,2,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
30/06/2018,"Virginia Surety Company, Inc.",63080339957,Direct insurer,Other direct insurers,,7,10,0,0,10,5,6,-1,0,0,5,6,-1,0,2,0,0,2,0,4,1,1,0,1,0,3,0,-1,0,-1
30/06/2018,Westpac General Insurance Limited,99003719319,Direct insurer,Personal lines insurers,,130,133,5,14,119,44,65,-21,1,-1,44,46,-1,12,0,5,0,16,7,40,35,1,0,36,0,4,2,10,0,24
30/06/2018,Westpac Lenders Mortgage Insurance Limited,60074042934,Direct insurer,Lenders mortgage insurers,LMI,46,38,0,36,3,4,4,0,3,0,2,4,-2,2,0,0,13,0,1,-10,11,1,0,12,2,1,0,4,0,9
30/06/2018,XL Insurance Company SE,36083570441,Direct insurer,Commercial lines insurers,,100,62,0,57,5,62,33,30,50,0,13,14,-1,2,0,1,12,0,0,-9,1,0,0,2,0,10,-2,2,0,-12
30/06/2018,Youi Pty Ltd,79123074733,Direct insurer,Personal lines insurers,,151,162,2,11,151,94,104,-10,-5,19,80,79,1,16,0,2,0,0,0,19,53,2,0,55,2,43,2,4,0,10
30/06/2018,Zurich Australian Insurance Limited,13000296640,Direct insurer,Commercial lines insurers,,441,320,10,69,251,220,240,-20,67,21,132,135,-3,1,-3,10,11,83,37,118,1,16,0,17,6,0,2,6,0,20
31/03/2018,AAI Limited,48005297807,Direct insurer,Direct insurers from large groups,,"1,851","1,991",30,222,"1,769","1,534","1,457",77,68,132,"1,335","1,307",28,185,0,31,25,76,104,370,64,65,0,130,9,71,24,26,0,66
31/03/2018,Achmea Schadeverzekeringen N.V.,86158237702,Direct insurer,Commercial lines insurers,,24,6,0,1,6,5,7,-3,-1,0,6,6,-1,0,0,0,0,0,0,1,-1,0,0,-1,0,5,0,0,0,-6
31/03/2018,AIG Australia Limited,93004727753,Direct insurer,Commercial lines insurers,,140,178,4,94,84,173,92,81,88,1,84,84,0,9,0,4,23,26,3,19,-19,3,0,-16,2,17,1,-9,0,-21
31/03/2018,Aioi Nissay Dowa Insurance Company Australia Pty Ltd,11132524282,Direct insurer,Personal lines insurers,,62,52,0,4,47,47,53,-6,2,12,33,31,2,0,-4,0,0,10,0,6,8,1,0,9,0,6,0,0,0,3
31/03/2018,Aioi Nissay Dowa Insurance Company Limited,39096302466,Direct insurer,Personal lines insurers,Run-off,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,-2,0,2
31/03/2018,Allianz Australia Insurance Limited,15000122850,Direct insurer,Direct insurers from large groups,,"1,099","1,172",11,186,986,852,761,91,32,98,722,763,-41,84,0,11,19,165,7,247,16,40,1,55,25,59,66,6,0,81
31/03/2018,Allied World Assurance Company Limited,54163304907,Direct insurer,Commercial lines insurers,,7,6,0,3,3,5,0,5,2,0,3,4,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1
31/03/2018,Ansvar Insurance Limited,21007216506,Direct insurer,Commercial lines insurers,,19,24,1,13,11,19,9,10,13,0,6,10,-4,2,0,1,3,3,0,3,2,1,0,2,1,2,0,0,0,0
31/03/2018,ANZ Lenders Mortgage Insurance Pty. Limited,77008680055,Direct insurer,Lenders mortgage insurers,LMI,35,44,0,17,27,8,6,2,2,0,6,5,0,0,0,0,7,0,0,-7,29,2,1,30,4,1,0,10,0,23
31/03/2018,Aspen Insurance UK Limited,33128637650,Reinsurer,Reinsurer,,10,13,0,10,3,7,10,-3,7,0,0,3,-3,0,0,0,3,0,0,-3,6,0,0,7,1,2,1,2,0,5
31/03/2018,Assetinsure Pty Limited,65066463803,Direct insurer,Commercial lines insurers,,16,10,0,3,7,1,6,-5,1,-1,1,1,0,0,0,0,1,5,0,3,2,0,0,3,0,5,4,1,0,2
31/03/2018,Atradius Credito Y Caucion S.A. De Seguros Y Reaseguros,90610834556,Direct insurer,Other direct insurers,,16,14,0,10,4,8,5,3,4,1,3,5,-2,2,0,0,5,0,0,-3,4,0,0,4,0,3,1,0,0,2
31/03/2018,Auto & General Insurance Company Limited,42111586353,Direct insurer,Personal lines insurers,,187,161,4,9,152,102,107,-5,-1,25,78,81,-3,0,0,4,0,42,0,46,28,2,0,30,0,17,0,4,0,10
31/03/2018,Avant Insurance Limited,82003707471,Direct insurer,Commercial lines insurers,,57,60,0,2,57,48,32,16,1,9,38,47,-9,6,0,3,0,0,0,9,10,3,0,13,1,18,9,2,0,3
31/03/2018,AXA Corporate Solutions Assurance,95138904284,Direct insurer,Commercial lines insurers,,18,14,0,8,6,9,1,8,5,0,4,1,3,0,0,0,1,0,0,0,2,1,0,3,0,1,0,1,0,1
31/03/2018,Barristers' Sickness & Accident Fund Pty Ltd,78600371397,Direct insurer,Other direct insurers,Captive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2018,Berkley Insurance Company,53126559706,Direct insurer,Commercial lines insurers,,30,41,0,5,36,65,24,41,31,0,34,1,33,0,0,0,0,7,0,7,-5,2,0,-2,1,5,1,1,0,-6
31/03/2018,Berkshire Hathaway Specialty Insurance Company,84600643034,Direct insurer,Commercial lines insurers,,19,35,1,21,14,40,13,27,28,1,12,13,0,0,0,1,5,2,0,-3,4,0,0,5,0,7,0,0,0,-2
31/03/2018,BHP Billiton Marine & General Insurances Pty Ltd,79004958178,Direct insurer,Commercial lines insurers,Captive,0,4,0,0,4,3,0,3,2,0,1,1,0,0,0,0,0,0,0,0,3,0,0,3,19,0,0,2,0,20
31/03/2018,Boral Insurance Pty Limited,67000736318,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2018,Catholic Church Insurance Limited,76000005210,Direct insurer,Commercial lines insurers,,42,56,2,18,38,26,32,-6,4,0,22,14,8,0,0,2,3,0,10,10,7,-1,0,5,2,13,0,0,0,-5
31/03/2018,Chubb Insurance Australia Ltd,23001642020,Direct insurer,Commercial lines insurers,,197,270,5,105,165,194,149,45,87,4,103,109,-7,13,0,5,9,29,18,56,6,11,0,16,6,3,1,6,0,14
31/03/2018,CIC Allianz Insurance Limited,56094802801,Direct insurer,Direct insurers from large groups,,28,31,0,31,0,18,22,-5,16,2,0,0,0,1,0,0,4,2,0,-1,1,0,0,1,0,0,0,0,0,1
31/03/2018,Commonwealth Insurance Limited,96067524216,Direct insurer,Personal lines insurers,,182,194,7,18,176,131,114,17,1,7,123,114,8,6,0,7,0,13,7,33,20,1,0,21,2,1,0,6,0,15
31/03/2018,Commonwealth Steamship Insurance Company Proprietary Limited,86004127431,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
